Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
1491,acquire,VB,it,PRP,NP-SBJ,VB1VP1VP1S1NP1VP1VP1S0NP-SBJ0,0,ARG0
1492,acquire,VB,an,DT,NP,VB1VP0NP0,1,ARG1
1493,preferred,VBN,stock,NN,NN,VBN1NP0NN0,1,ARG1
1494,gives,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1495,gives,VBZ,Faulding,NNP,NP,VBZ1VP0NP0,1,ARG2
1496,gives,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1497,increase,VB,Faulding,NNP,NP,VB1VP1VP1S1NP1VP0NP0,0,ARG0
1498,increase,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1500,raised,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1501,raised,VBN,Oil,NN,NP-SBJ-34,VBN1VP1VP1VP1S0NP-SBJ-340,0,ARG1
1502,raised,VBN,by,IN,PP-EXT,VBN1VP0PP-EXT0,1,ARG2-by
1503,raised,VBN,to,TO,PP-DIR,VBN1VP0PP-DIR0,1,ARG4-to
1504,raised,VBN,with,IN,PP,VBN1VP0PP0,1,ARGM-MNR
1505,scheduled,VBN,five,CD,NP,VBN1VP1NP0NP0,0,ARG1
1506,scheduled,VBN,*,-NONE-,S,VBN1VP0S0,1,ARG2
1507,brought,VBN,five,CD,NP,VBN1VP1VP1VP1S1VP1NP0NP0,0,ARG1
1508,brought,VBN,into,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG3-into
1510,operate,VBP,Esso,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1511,operate,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1512,operate,VBP,in,IN,PP,VBP1VP0PP0,1,ARGM-LOC
1513,said,VBD,Esso,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1515,started,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1517,started,VBD,Tuesday,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1518,increased,VBN,Output,NN,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
1519,increased,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1520,increased,VBN,gradually,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0,ARG2-MNR
1521,increased,VBN,until,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
1522,reaches,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1523,reaches,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG1
1524,has,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1525,has,VBZ,reserves,NNS,NP,VBZ1VP0NP0,1,ARG1
1526,total,VBP,Reserves,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
1527,total,VBP,50,CD,NP,VBP1VP0NP0,1,ARG2-EXT
1528,expected,VBN,The,DT,NP-SBJ-3,VBN1VP1VP1S0NP-SBJ-30,0,ARG1
1529,start,VB,The,DT,NP-SBJ-3,VB1VP1VP1S1VP1VP1S0NP-SBJ-30,0,ARG1
1531,producing,VBG,early,JJ,NP-TMP-2,VBG1VP0NP-TMP-20,1,ARGM-TMP
1532,said,VBD,Esso,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1533,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1534,developed,VBN,the,DT,NP-SBJ-36,VBN1VP1VP1S0NP-SBJ-360,0,ARG1
1535,developed,VBN,after,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
1538,decided,VBD,*-2,-NONE-,S,VBD1VP0S0,1,ARG1
1540,make,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1542,said,VBD,R.P.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1545,completed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1549,led,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1550,led,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1552,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1554,divest,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1555,divest,VB,itself,PRP,NP,VB1VP0NP0,1,ARG2-REC
1557,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1558,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1559,approved,VBN,President,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1560,approved,VBN,duty-free,JJ,NP,VBN1VP0NP0,1,ARG1
1561,produced,VBN,n't,RB,RB,VBN1VP1VP0RB0,0,ARGM-NEG
1562,produced,VBN,certain,JJ,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
1563,produced,VBN,in,IN,PP-MNR,VBN1VP0PP-MNR0,1,ARGM-MNR
1564,produced,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1565,came,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1566,came,VBD,in,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-MNR
1567,filed,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1568,filed,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1569,filed,VBN,for,IN,PP,VBN1VP1NP0PP0,1,ARG4-for
1572,denied,VBN,watch,NN,NP-SBJ-37,VBN1VP1VP1S0NP-SBJ-370,0,ARG2
1573,denied,VBN,such,JJ,NP,VBN1VP0NP0,1,ARG1
1574,requested,VBN,Timex,NNP,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1576,covered,VBN,many,JJ,NP,VBN1VP1NP0NP0,0,ARG1
1577,covered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG2-by
1578,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1579,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1581,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
1582,grant,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1583,grant,VB,duty-free,JJ,NP,VB1VP0NP0,1,ARG1
1584,turned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
1585,turned,VBD,such,JJ,NP,VBD1VP0NP0,1,ARG1
1586,turned,VBD,because,RB,PP-PRD,VBD1VP0PP-PRD0,1,ARGM-CAU
1588,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
1590,including,VBG,low-priced,JJ,NP,VBG1PP0NP0,1,ARG1
1591,assembled,VBN,low-priced,JJ,NP,VBN1VP1NP0NP0,0,ARG1
1592,assembled,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1593,developing,VBG,nations,NNS,NNS,VBG1NP0NNS0,1,ARG1
1594,covered,VBN,other,JJ,NP,VBN1VP1NP0NP0,0,ARG1
1595,covered,VBN,by,IN,PP,VBN1VP0PP0,1,ARG2-by
1596,said,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1597,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1598,totaled,VBD,Imports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1601,stepping,VBG,its,PRP$,NP-SBJ-1,VBG1VP1VP1S0NP-SBJ-10,0,ARG1
1602,stepping,VBG,*-1,-NONE-,S-PRP,VBG1VP0S-PRP0,1,ARGM-PNC
1604,help,VB,turn,VB,VP,VB1VP0VP0,1,ARG1
1606,turn,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1607,turn,VB,around,RB,ADVP-CLR,VB1VP0ADVP-CLR0,1,ARGM-DIR
1609,said,VBD,Magna,NNP,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
1610,direct,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1S-TPC-20NP-SBJ0,0,ARG0
1611,direct,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1612,direct,VB,an,DT,NP,VB1VP0NP0,1,ARG1
1613,direct,VB,until,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1,ARGM-TMP
1614,reduce,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1VP1S1NP1VP1VP1S-TPC-20NP-SBJ0,0,ARG0
1616,curb,VB,*,-NONE-,-NONE-,VB1VP1VP1VP1S0NP-SBJ0-NONE-0,0,ARG0
1617,curb,VB,capital,NN,NP,VB1VP0NP0,1,ARG1
1619,maintained,VBN,a,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1620,said,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1621,said,VBD,Mr.,NNP,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
1622,succeed,VB,Stephen,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1623,succeed,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1625,left,VBN,An,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1626,left,VBN,Magna,NNP,NP-SBJ,VBN1VP0S0NP-SBJ0,1,ARG2
1627,left,VBN,with,IN,PP-PRD,VBN1VP0S0PP-PRD0,1,ARG1-with
1628,left,VBN,as,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
1630,enters,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG1
1631,reported,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1632,reported,VBN,declines,NNS,NP,VBN1VP0NP0,1,ARG1
1633,reported,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1635,cut,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1636,cut,VBD,recently,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
1637,cut,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
1638,cut,VBD,in,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-in
1639,wallowing,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1640,wallowing,VBG,far,RB,PP-LOC,VBG1VP0PP-LOC0,1,ARGM-LOC
1641,closed,VBD,On,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
1642,closed,VBD,yesterday,NN,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
1644,closed,VBD,up,RB,RB,VBD1VP0ADVP-CLR0RB0,1,ARGM-MNR
1645,closed,VBD,to,TO,PP,VBD1VP0ADVP-CLR0PP0,1,ARGM-EXT
1647,resigned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1648,resigned,VBD,as,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-as
1650,resigned,VBD,*-1,-NONE-,S-PRP,VBD1VP0S-PRP0,1,ARGM-PNC
1653,seek,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1655,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1656,wants,VBZ,Mr.,NNP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG0
1657,wants,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
1658,resume,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1659,resume,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1660,running,VBG,Mr.,NNP,NP-SBJ-1,VBG1VP1S-NOM1PP-LOC1NP1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1661,running,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
1662,expect,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1664,cut,VB,him,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1665,cut,VB,costs,NNS,NP,VB1VP0NP0,1,ARG1
1667,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1669,direct,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
1670,direct,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1671,direct,VB,personally,RB,ADVP-MNR,VB1VP0ADVP-MNR0,0,ARGM-MNR
1672,direct,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1673,direct,VB,*-1,-NONE-,S-ADV,VB1VP0S-ADV0,1,ARGM-ADV
1674,assisted,VBN,Mr.,NNP,NP-SBJ-1,VBN1VP1S-ADV1VP1VP1S0NP-SBJ-10,0,ARG1
1676,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1679,said,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1680,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1681,resigned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1683,pursue,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1S0NP-SBJ-10,0,ARG0
1684,pursue,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1686,named,VBN,Lord,NNP,NP-SBJ-39,VBN1VP1VP1S0NP-SBJ-390,0,ARG1
1687,named,VBN,a,DT,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1689,bought,VBD,nearly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,0,ARGM-MNR
1690,bought,VBD,two,CD,NP,VBD1VP0NP0,1,ARG1
1691,totaling,VBG,two,CD,NP,VBG1VP1NP0NP0,0,ARG1
1692,totaling,VBG,$,$,NP,VBG1VP0NP0,1,ARG2-EXT
1693,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1694,said,VBD,Japanese,JJ,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1695,show,VBP,The,DT,NP-SBJ,VBP1VP1S-TPC-10NP-SBJ0,0,ARG0
1696,show,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1697,said,VBD,Fannie,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1698,said,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1701,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1702,placed,VBN,more,RBR,NP-SBJ-40,VBN1VP1VP1S0NP-SBJ-400,0,ARG1
1703,placed,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
1706,snapped,VBD,Earlier,JJR,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
1707,snapped,VBD,Japanese,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1709,put,VBN,That,DT,NP-SBJ-41,VBN1VP1VP1S0NP-SBJ-410,0,ARG1
1710,put,VBN,together,RP,PRT,VBN1VP0PRT0,1,ARG2
1711,put,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1712,assembled,VBN,The,DT,NP-SBJ-42,VBN1VP1VP1S0NP-SBJ-420,0,ARG1
1713,assembled,VBN,jointly,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,1,ARGM-ADV
1717,linked,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1718,linked,VBN,to,TO,PP-CLR,VBN1VP0PP-CLR0,1,ARG1-to
1719,offered,VBD,rate,NN,NN,VBD1NP0NN0,1,ARG1
1720,offer,VBP,The,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1721,offer,VBP,two,CD,NP,VBP1VP0NP0,1,ARG1
1722,offer,VBP,to,TO,PP-CLR,VBP1VP0PP-CLR0,1,ARG3-to
1723,designed,VBN,First,JJ,ADVP,VBN1VP1VP1S0ADVP0,0,ARGM-DIS
1724,designed,VBN,they,PRP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1725,designed,VBN,to,TO,VP,VBN1VP0S-CLR0VP0,1,ARG3
1726,eliminate,VB,they,PRP,NP-SBJ-1,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-10,0,ARG0
1727,eliminate,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1728,retired,VBN,can,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1729,retired,VBN,mortgage-backed,JJ,NP-SBJ-43,VBN1VP1VP1VP1S0NP-SBJ-430,0,ARG1
1730,retired,VBN,early,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,1,ARGM-TMP
1731,retired,VBN,if,IN,SBAR-ADV,VBN1VP0SBAR-ADV0,1,ARGM-ADV
1732,decline,VBP,interest,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
1733,forces,VBZ,such,JJ,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1734,forces,VBZ,investors,NNS,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG1
1735,forces,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG2
1736,redeploy,VB,investors,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1737,redeploy,VB,their,PRP$,NP,VB1VP0NP0,1,ARG1
1738,redeploy,VB,at,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-at
1739,channel,VBP,Second,JJ,ADVP,VBP1VP1S0ADVP0,0,ARGM-DIS
1740,channel,VBP,they,PRP,NP-SBJ-1,VBP1VP1S0NP-SBJ-10,0,ARG0
1741,channel,VBP,monthly,JJ,NP,VBP1VP0NP0,1,ARG1
1742,channel,VBP,into,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-into
1743,channel,VBP,*-1,-NONE-,S-ADV,VBP1VP0S-ADV0,1,ARGM-ADV
1744,reducing,VBG,they,PRP,NP-SBJ-1,VBG1VP1S-ADV1VP1S0NP-SBJ-10,0,ARG0
1746,addressing,VBG,those,DT,NP,VBG1VP0NP0,1,ARG1
1747,addressing,VBG,*,-NONE-,-NONE-,VBG1VP1S-NOM0NP-SBJ0-NONE-0,0,ARG0
1748,said,VBD,By,IN,PP-MNR,VBD1VP1PRN1S-10PP-MNR0,0,ARG1
1749,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1PRN0NP-SBJ0,0,ARG0
1750,become,VBN,By,IN,PP-MNR,VBN1VP1VP1S-10PP-MNR0,0,ARGM-MNR
1752,become,VBN,extremely,RB,ADJP-PRD,VBN1VP0ADJP-PRD0,1,ARG2
1754,boosted,VBN,Japanese,JJ,NP,VBN1VP0NP0,1,ARG1
1756,growing,VBG,their,PRP$,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
1757,growing,VBG,at,IN,PP-MNR,VBG1VP0PP-MNR0,1,ARG2-at
1758,become,VBN,They,PRP,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
1761,become,VBN,*-2,-NONE-,S-ADV,VBN1VP0S-ADV0,1,ARGM-ADV
1762,buying,VBG,They,PRP,NP-SBJ-2,VBG1VP1S-ADV1VP1VP1S0NP-SBJ-20,0,ARG0
1763,buying,VBG,$,$,NP,VBG1VP0NP0,1,ARG1
1764,buying,VBG,during,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
1765,issued,VBN,the,DT,NP,VBN1VP1NP0NP0,0,ARG1
1767,named,VBN,a,DT,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1768,named,VBN,*,-NONE-,S-ADV,VBN1VP0S-ADV0,1,ARGM-ADV
1769,expanding,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-ADV0NP-SBJ0,0,ARG0
1771,expanding,VBG,to,TO,PP-CLR,VBG1VP0PP-CLR0,1,ARG4-to
1772,said,VBD,LTV,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1773,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1774,agreed,VBD,a,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1775,agreed,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
1777,extend,VB,until,IN,PP-TMP,VB1VP0PP-TMP0,1,ARG2-until
1778,extend,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1779,has,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1780,has,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1782,file,VB,the,DT,NP-SBJ,VB1VP1VP1S1NP1VP1S0NP-SBJ0,0,ARG0
1784,operating,VBG,The,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG1
1785,operating,VBG,under,IN,PP-LOC,VBG1VP0PP-LOC0,1,ARGM-MNR
1786,operating,VBG,*,-NONE-,S-ADV,VBG1VP0S-ADV0,1,ARGM-ADV
1787,giving,VBG,The,DT,NP-SBJ,VBG1VP1S-ADV1VP1VP1S0NP-SBJ0,0,ARG0
1788,giving,VBG,it,PRP,NP,VBG1VP0NP0,1,ARG2
1789,giving,VBG,court,NN,NP,VBG1VP0NP0,1,ARG1
1790,giving,VBG,while,IN,SBAR-TMP,VBG1VP0SBAR-TMP0,1,ARGM-TMP
1792,attempts,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
1793,work,VB,it,PRP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1794,work,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1796,pay,VB,its,PRP$,NP,VB1VP0NP0,1,ARG2
1798,began,VBD,",",",",PRN,VBD1VP1S0PRN0,0,ARGM-MNR
1799,began,VBD,its,PRP$,NP,VBD1VP0NP0,1,ARG1
1800,incorporated,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
1801,incorporated,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1802,advertised,VBN,The,DT,NP,VBN1VP1NP-SBJ-10NP0,0,ARG1
1804,scheduled,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1805,scheduled,VBN,to,TO,VP,VBN1VP0S0VP0,1,ARG2
1806,expire,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG1
1807,expire,VB,at,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1808,owns,VBZ,Montedison,NN,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1810,owns,VBZ,about,IN,NP,VBZ1VP0NP0,1,ARG1
1811,launched,VBN,The,DT,NP-SBJ-45,VBN1VP1VP1VP1S0NP-SBJ-450,0,ARG1
1812,launched,VBN,pursuant,JJ,ADVP-MNR,VBN1VP0ADVP-MNR0,1,ARGM-MNR
1813,announced,VBN,previously,RB,ADVP-TMP,VBN1ADJP0ADVP-TMP0,0,ARGM-TMP
1814,announced,VBN,agreement,NN,NN,VBN1ADJP1NP0NN0,1,ARG1
1815,fell,VBD,Japan,NNP,NP-SBJ,VBD1VP1S-TPC-20NP-SBJ0,0,ARG1
1816,fell,VBD,by,IN,PP-EXT,VBD1VP0PP-EXT0,1,ARG2-by
1817,fell,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
1818,fell,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
1820,said,VBD,Japan,NNP,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
1821,marks,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1822,marks,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1823,reflects,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG2
1824,reflects,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1825,surged,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1826,surged,VBD,temporarily,RB,ADVP,VBD1VP0ADVP0,0,ARGM-TMP
1827,surged,VBD,above,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-above
1829,follows,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG2
1830,Pick,VB,*,-NONE-,NP-SBJ,VB1VP1S0NP-SBJ0,0,ARG0
1831,Pick,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1832,sweeping,VBG,the,DT,NP,VBG1VP1NP0NP0,0,ARG1
1834,traded,VBN,publicly,RB,RB,VBN1ADJP0RB0,0,ARGM-MNR
1836,invest,VBP,those,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
1838,launched,VBN,No,RB,NP-SBJ-2,VBN1VP1VP1VP1VP1S0NP-SBJ-20,0,ARG1
1839,launched,VBN,this,DT,NP-TMP,VBN1VP1VP0NP-TMP0,1,ARGM-TMP
1840,registered,VBN,No,RB,NP-SBJ-2,VBN1VP1VP1VP1VP1S0NP-SBJ-20,0,ARG1
1841,registered,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
1842,registered,VBN,this,DT,NP-TMP,VBN1VP1VP0NP-TMP0,1,ARGM-TMP
1843,ranged,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG1
1844,ranged,VBN,recently,RB,ADVP-TMP,VBN1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1847,capped,VBN,Next,JJ,NP-TMP,VBN1VP1VP1VP1S0NP-TMP0,0,ARGM-TMP
1849,capped,VBN,the,DT,NP-SBJ-46,VBN1VP1VP1VP1S0NP-SBJ-460,0,ARG1
1850,capped,VBN,by,IN,PP,VBN1VP0PP0,1,ARG2-by
1851,kicked,VBN,a,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1852,kicked,VBN,an,DT,NP,VBN1VP0NP0,1,ARG1
1854,kicked,VBN,here,RB,ADVP-LOC,VBN1VP0ADVP-LOC0,1,ARGM-LOC
1855,kicked,VBN,the,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARGM-TMP
1859,managing,VBG,at,IN,PP-LOC,VBG1NP1NP0PP-LOC0,1,ARGM-LOC
1860,mirrors,VBZ,The,DT,NP-SBJ,VBZ1VP1S-20NP-SBJ0,0,ARG2
1861,mirrors,VBZ,the,DT,NP,VBZ1VP0NP0,1,ARG1
1862,says,VBZ,The,DT,NP-SBJ,VBZ1VP1S1PRN1NP1VP1S-20NP-SBJ0,0,ARG1
1863,says,VBZ,Mr.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1864,focused,VBN,narrowly,RB,RB,VBN1ADJP0RB0,0,ARGM-MNR
1865,focused,VBN,funds,NNS,NNS,VBN1ADJP1NP-SBJ0NNS0,1,ARG1
1866,grew,VBD,narrowly,RB,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1867,grew,VBD,wildly,RB,ADJP-PRD,VBD1VP0ADJP-PRD0,1,ARG2
1868,fell,VBD,They,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
